Number,Exclusion,Plot,Site_Text,Trt,Block,Block_Unique,Filter,year,site_name,continent,country,elevation,latitude,longitude,RAIN_PET,MAT_v2,MAP_v2,AI,PET,N_Dep,N,P,K,Exclose,first_nutrient_year,first_fenced_year,year_trt,sum_INT_cover,sum_NAT_cover,sum_UNK_cover,total_cover,INT_rich,NAT_rich,UNK_rich,rich,site_richness,site_native_richness,site_introduced_richness,plot_beta,dead_mass,live_mass,total_mass,unsorted_mass,proportion_par,Ambient_PAR,Ground_PAR,pct_C,pct_N,ppm_P,ppm_K,ppm_Ca,ppm_Mg,ppm_S,ppm_Na,ppm_Zn,ppm_Mn,ppm_Fe,ppm_Cu,ppm_B,pH,PercentSand,PercentSilt,PercentClay,Classification,shannon,inverse_simpson,evenness,Single_AICc,Asym_AICc,weibull.AIC,LowestAIC,T_nmax,Nmax,Single_RMSE,Asymp_RMSE,Weibull_RMSE,single.k,single.k.div,asymp.k,asymp.A,Asymp_collapse,weibull.alpha,weibull.beta,weibull.mrt,weibull.half.life,weibull.quarter,weibull.tenth,weibull.div,Prop_Init_N_Mass_1yr,Fin_C_Mass_g,Prop_Init_C_Mass,Ground_PAR,Total_mass_mean,Ground_PAR_mean
108,,18,Bunch,NK,2,10,FALSE,2007,Bunchgrass (Andrews LTER),North America,US,1318.083,44.27668543,-121.9680169,787,6.770833284,1618,1.9348,860,2.8441,1,0,1,0,2008,2008,0,0,93,0,98,0,10,0,11,51,38,3,4.6364,53,239.6,292.6,NA,0.560638298,470,263.5,6.714,0.459,11,64,164,23,23,21,0.9,7,40,1.7,0.3,5.7,NA,NA,NA,NA,1.673571862,3.323183391,0.697933676,-12.55162425,-6.077102913,-9.886823097,S,0,0.1157151,0.049418309,0.048477824,0.049409091,0.153568197,0.002442169,0.183261982,0.104846969,FALSE,0.994094789,6.526837028,6.543323891,4.514219651,1.863808779,0.678539415,0.002441258,1.249524606,2.00612364,0.41434823,772.5,196.3928571,263.5
110,,20,Bunch,Control,2,10,FALSE,2007,Bunchgrass (Andrews LTER),North America,US,1318.083,44.27668543,-121.9680169,787,6.770833284,1618,1.9348,860,2.8441,0,0,0,0,2008,2008,0,2,85,0,152,1,7,0,9,51,38,3,5.6667,76.75,217.500005,294.250005,NA,0.662813102,519,344,8.961,0.647,14,104,329,48,19,19,1.5,8,42,1.8,0.4,5.7,71.2,27.1,1.6,Sandy Loam,1.600209432,3.750649351,0.728286698,-8.488331125,-6.411643368,-8.136075202,S,7,0.117583261,0.074191553,0.046882872,0.058862795,0.156008197,0.005504387,0.411862823,0.423880553,FALSE,0.699202626,8.217728327,10.41351904,4.865195114,1.383211373,0.32884037,0.003464829,1.10442524,2.511117,0.518650428,831.3333333,260.8499993,344
111,,21,Bunch,N,3,11,FALSE,2007,Bunchgrass (Andrews LTER),North America,US,1318.083,44.27668543,-121.9680169,787,6.770833284,1618,1.9348,860,2.8441,1,0,0,0,2008,2008,0,25,49,0,94,1,5,0,7,51,38,3,7.2857,159.25,87.950005,247.200005,NA,0.186298077,832,155,11.123,0.822,14,119,349,60,24,20,1.8,9,46,1.7,0.3,5.4,NA,NA,NA,NA,1.466317457,3.750424448,0.753538111,-3.710393377,1.658799103,-1.442409975,S,7,0.126516715,0.119634837,0.105077341,0.114959024,0.132475734,0.014312494,0.375109401,0.46552234,FALSE,0.770949125,9.345855349,10.88500393,5.809695497,1.856835882,0.504582457,0.013215577,1.21710113,3.0273561,0.626527143,522.3333333,192.7485721,155
112,,22,Bunch,NP,3,11,FALSE,2007,Bunchgrass (Andrews LTER),North America,US,1318.083,44.27668543,-121.9680169,787,6.770833284,1618,1.9348,860,2.8441,1,1,0,0,2008,2008,0,5,37,0,122,1,6,0,8,51,38,3,6.375,160.200005,108.799995,269,NA,0.581517353,1239,720.5,8.671,0.618,14,96,195,30,18,18,1.1,7,41,1.7,0.3,5.6,NA,NA,NA,NA,1.081981034,2.094567971,0.52032289,-15.19784003,-10.19784,-13.54913511,S,2.2,0.117130679,0.053108133,0.053108133,0.047452165,0.144598699,0.002820474,0.144599824,0,TRUE,1.212504627,6.309805029,5.919757908,4.663784455,2.258188322,0.98623443,0.002251708,1.138961362,1.9838552,0.410158617,404.3333333,298.3928586,720.5
113,,23,Bunch,PK,3,11,FALSE,2007,Bunchgrass (Andrews LTER),North America,US,1318.083,44.27668543,-121.9680169,787,6.770833284,1618,1.9348,860,2.8441,0,1,1,0,2008,2008,0,8,22,0,95,1,4,0,6,51,38,3,8.5,311.74999,129.849995,441.599985,NA,0.522946049,1489,778.6666667,11.703,0.839,16,130,264,42,23,23,1.7,10,46,1.8,0.3,5.3,NA,NA,NA,NA,1.010312182,1.987447699,0.563865965,-11.73261696,-6.732616989,-8.751200996,S,2.73,0.135418779,0.070887823,0.070887823,0.070778126,0.108684906,0.005025083,0.108681907,0,TRUE,0.956975097,9.524729366,9.713778675,6.494141306,2.590827849,0.906965655,0.005009543,1.115787125,2.0651248,0.426534431,205.4166667,291.6428586,778.6666667
114,,24,Bunch,NPK,3,11,FALSE,2007,Bunchgrass (Andrews LTER),North America,US,1318.083,44.27668543,-121.9680169,787,6.770833284,1618,1.9348,860,2.8441,1,1,1,0,2008,2008,0,11,28,0,119,2,7,0,10,51,38,3,5.1,260.04999,160.04999,420.09998,NA,0.208947886,2034,425,9.451,0.704,16,107,322,57,24,20,1.6,8,44,1.6,0.3,5.6,NA,NA,NA,NA,1.184156252,2.091419288,0.514272526,-11.48247541,-6.328665984,-12.05625739,W,2.24,0.13287096,0.054994648,0.047273512,0.039773108,0.11308537,0.003024411,0.252771269,0.400963551,FALSE,0.647157995,12.70619194,17.44521046,7.212006238,1.853181182,0.392500277,0.0015819,,2.2206366,0.459112761,279.25,337.4571421,425
115,,25,Bunch,Control,3,11,FALSE,2007,Bunchgrass (Andrews LTER),North America,US,1318.083,44.27668543,-121.9680169,787,6.770833284,1618,1.9348,860,2.8441,0,0,0,0,2008,2008,0,5,38,0,78,1,6,0,8,51,38,3,6.375,133.75,66.7,200.45,NA,0.270998024,2024,548.5,7.48,0.559,14,106,241,31,24,19,1,8,40,1.7,0.4,5.5,69,25.3,5.6,Sandy Loam,1.662102784,3.880102041,0.799302481,-24.8690594,-23.0749906,-24.45101585,S,7,0.125984785,0.023721816,0.018160233,0.019129509,0.111051738,0.000562725,0.196046773,0.328666674,FALSE,0.871293918,10.0895844,10.81339138,6.624997851,2.414668846,0.762399803,0.000365938,1.035760356,2.4959208,0.516027291,197.5,223.7785721,548.5
117,,27,Bunch,P,3,11,FALSE,2007,Bunchgrass (Andrews LTER),North America,US,1318.083,44.27668543,-121.9680169,787,6.770833284,1618,1.9348,860,2.8441,0,1,0,0,2008,2008,0,8,16,0,69.1,1,7,0,10,51,38,3,5.1,139.65,68.35,208,NA,0.366084425,687,251.5,9.21,0.667,14,104,350,65,22,23,2.3,9,50,2.1,0.3,5.5,NA,NA,NA,NA,1.231722871,2.210038371,0.534930446,-13.51512339,-11.21869654,-11.69399626,S,2.84,0.097333823,0.075448537,0.065856707,0.06837176,0.158439867,0.005692482,0.305033866,0.304909741,FALSE,0.790158837,6.952926717,7.948755211,4.372415211,1.436761977,0.402995074,0.004674698,0.943203883,1.4876191,0.307562665,237.1666667,295.6857143,251.5
119,,29,Bunch,NK,3,11,FALSE,2007,Bunchgrass (Andrews LTER),North America,US,1318.083,44.27668543,-121.9680169,787,6.770833284,1618,1.9348,860,2.8441,1,0,1,0,2008,2008,0,31,36,0,117,2,5,0,8,51,38,3,6.375,177.800005,157.15,334.950005,NA,0.221226142,1729,382.5,9.564,0.711,18,117,535,64,25,24,2.3,10,50,1.7,0.3,5.4,NA,NA,NA,NA,1.461979528,3.492982904,0.703063538,-17.83265184,-14.36615837,-15.37351043,S,3.51,0.125813022,0.055426394,0.052597184,0.05256957,0.101772534,0.003072085,0.188572758,0.343059852,FALSE,0.846841017,11.1975433,12.2108999,7.263735692,2.571431469,0.785313293,0.00276356,1.076627832,2.33904,0.483592458,402.9166667,269.7428571,382.5
120,,30,Bunch,K,3,11,FALSE,2007,Bunchgrass (Andrews LTER),North America,US,1318.083,44.27668543,-121.9680169,787,6.770833284,1618,1.9348,860,2.8441,0,0,1,0,2008,2008,0,35,29,0,74,1,5,0,7,51,38,3,7.2857,173.3,78.8,252.1,NA,0.682190978,1138,776.3333333,11.204,0.755,17,112,446,63,22,20,2.2,12,49,1.7,0.3,5.5,NA,NA,NA,NA,1.474315773,3.363636364,0.757648432,-23.09408588,-20.34477006,-21.34495613,S,7,0.113447194,0.038062867,0.034316246,0.03431579,0.100453677,0.001448782,0.180007672,0.331097578,FALSE,0.851752251,11.31268979,12.2919202,7.356766304,2.620005955,0.805639114,0.001177573,1.029641855,2.4179062,0.500398306,368.0833333,329.0857129,776.3333333
121,,1,Boulder,P,1,12,FALSE,2008,Boulder South Campus,North America,US,1633,39.972022,-105.233544,-726,9.904166626,487,0.3701,1151,1.9379,0,1,0,0,2009,2009,0,22.5,47.5,7,77,7,5,1,13,40,7,15,3.0769,41.5,56,97.5,NA,0.950136986,1825,1734,1.224,0.094,20,78,1378,281,47,115,1.5,29,252,3.5,0.6,6.9,NA,NA,NA,NA,1.634640086,3.842514582,0.637299166,-15.80970572,-10.80970568,-12.85554862,S,0,NA,0.050468091,0.050468091,0.050275658,0.161797647,0.002547028,0.161800192,0,TRUE,1.03517224,6.094250287,6.009584854,4.277145757,1.829016847,0.693114252,0.002527642,0.704746494,1.63560306,0.338496589,1490.2,44.08117143,1734
123,,3,Boulder,N,1,12,FALSE,2008,Boulder South Campus,North America,US,1633,39.972022,-105.233544,-726,9.904166626,487,0.3701,1151,1.9379,1,0,0,0,2009,2009,0,23.5,31.5,1,56,7,3,1,11,40,7,15,3.6364,165.5,157.5,323,NA,0.817817014,1869,1528.5,1.359,0.104,15,98,1589,317,32,76,1.1,25,304,3.7,0.6,6.7,NA,NA,NA,NA,1.267623707,2.620977852,0.528640146,-8.83947392,-7.36020885,-10.10004269,W,3.9,0.157114024,0.074059539,0.052080774,0.048366744,0.114012767,0.005484815,0.452646481,0.53797676,FALSE,0.569269953,15.36409218,24.84586887,8.07040268,1.721923033,0.294922466,0.002339342,0.923836458,2.52303296,0.521632683,698.17,106.3090286,1528.5
124,,4,Boulder,NK,1,12,FALSE,2008,Boulder South Campus,North America,US,1633,39.972022,-105.233544,-726,9.904166626,487,0.3701,1151,1.9379,1,0,1,0,2009,2009,0,25.5,26.5,6,58,4,3,1,8,40,7,15,5,122.5,87,209.5,NA,0.825921909,1844,1523,1.668,0.123,15,83,1507,304,29,75,1,32,242,3.5,0.6,7,NA,NA,NA,NA,1.55931031,3.781899944,0.749869751,-10.39634069,-5.425421107,-7.409488634,S,4.75,0.122062922,0.079237924,0.079046134,0.079151153,0.142533789,0.006278649,0.165585702,0.098807205,FALSE,1.030935941,6.904103351,6.819058235,4.838482728,2.061848852,0.778237741,0.006264905,0.883797195,2.50687224,0.517773708,759.18,113.2676143,1523
125,,5,Boulder,PK,1,12,FALSE,2008,Boulder South Campus,North America,US,1633,39.972022,-105.233544,-726,9.904166626,487,0.3701,1151,1.9379,0,1,1,0,2009,2009,0,19,24.5,3,46.5,6,3,1,10,40,7,15,4,194.5,230,424.5,NA,0.832258065,1860,1548,1.377,0.102,15,92,1439,305,27,73,1,24,284,3.6,0.6,6.8,NA,NA,NA,NA,1.721900666,4.361573374,0.747811958,-12.81985097,-7.819850971,-15.11011324,W,4.75,0.132018922,0.064747548,0.064747548,0.041664133,0.151837947,0.004192245,0.151837947,0,TRUE,1.43550012,5.72495877,5.198278779,4.434942409,2.403474277,1.193847722,0.0017359,0.991197411,1.58302452,0.32696061,840.17,214.2544714,1548
126,,6,Boulder,K,1,12,FALSE,2008,Boulder South Campus,North America,US,1633,39.972022,-105.233544,-726,9.904166626,487,0.3701,1151,1.9379,0,0,1,0,2009,2009,0,19,24.5,5,48.5,6,4,1,11,40,7,15,3.6364,321.5,274.5,596,NA,0.908190578,1868,1696.5,1.7,0.102,18,80,1365,301,64,134,1.2,34,254,3.4,0.6,6.9,NA,NA,NA,NA,1.598066429,3.714567706,0.666445465,-7.064182411,-2.064182406,-5.494739472,S,0,NA,0.104599093,0.104599093,0.092844104,0.202475454,0.01094097,0.202477035,0,TRUE,1.370741828,4.650797684,4.253461929,3.559627317,1.874075272,0.900616111,0.008620028,0.780841424,0.8193679,0.169572463,1508.2,83.4312,1696.5
127,,7,Boulder,NPK,1,12,FALSE,2008,Boulder South Campus,North America,US,1633,39.972022,-105.233544,-726,9.904166626,487,0.3701,1151,1.9379,1,1,1,0,2009,2009,0,30.5,36.5,5,72,3,3,1,7,40,7,15,5.7143,182,146.5,328.5,NA,0.939160468,1882,1767.5,1.146,0.088,14,87,1506,305,36,103,1.2,24,268,3.5,0.6,6.9,NA,NA,NA,NA,1.535580494,4.032672112,0.789132271,-10.19790836,-5.748816993,-8.090729581,S,6.53,0.161547368,0.080559098,0.076944316,0.074782902,0.069710082,0.006489768,0.330490513,0.648577431,FALSE,0.627519558,28.97461388,41.22384015,16.15700871,3.97881889,0.802750824,0.005592482,1.166376733,2.99464876,0.61913843,837.25,90.99177143,1767.5
128,,8,Boulder,NP,1,12,TRUE,2008,Boulder South Campus,North America,US,1633,39.972022,-105.233544,-726,9.904166626,487,0.3701,1151,1.9379,1,1,0,0,2009,2009,0,11.5,28.5,4,44,7,3,1,11,40,7,15,3.6364,228,121.5,349.5,NA,0.706114918,1897,1339.5,1.377,0.104,14,85,1250,241,25,68,1,22,280,3.4,0.5,6.6,NA,NA,NA,NA,1.738025908,4.075789474,0.724813101,-9.467207531,-5.722547038,-8.015051718,S,7,0.184066196,0.048849744,0.033902826,0.041969169,0.18414827,0.002386297,0.357501383,0.332587898,FALSE,0.82977904,6.073214101,6.710280311,3.904729656,1.353108756,0.403281702,0.001761411,0.787270766,2.22143799,0.459738185,821.96,177.3208571,1339.5
130,,10,Boulder,Control,1,12,FALSE,2008,Boulder South Campus,North America,US,1633,39.972022,-105.233544,-726,9.904166626,487,0.3701,1151,1.9379,0,0,0,0,2009,2009,0,11.5,44.5,7,63,4,3,1,8,40,7,15,5,188,174.5,362.5,NA,0.743407173,1896,1409.5,1.335,0.097,15,87,1390,268,27,78,1.1,24,259,3,0.6,6.7,72,17.1,10.8,Sandy Loam,1.449984206,3.042545036,0.697295008,-9.023590493,-5.081316275,-7.315669373,S,0,NA,0.072708456,0.065410652,0.063895556,0.108620984,0.00528652,0.306078272,0.487355532,TRUE,0.706624266,12.99780318,16.30724403,7.737656596,2.229125785,0.538002111,0.004082642,0.729712574,2.503606,0.517616193,1164.98,81.81825714,1409.5
131,,11,Boulder,N,2,13,FALSE,2008,Boulder South Campus,North America,US,1633,39.972022,-105.233544,-726,9.904166626,487,0.3701,1151,1.9379,1,0,0,0,2009,2009,0,16.5,31.5,1,49,7,4,1,12,40,7,15,3.3333,129.5,155.5,285,NA,0.872296601,1942,1694,1.248,0.093,14,83,1418,259,30,60,1.1,25,269,3.2,0.6,6.6,NA,NA,NA,NA,1.505626734,2.866865672,0.605908771,-7.817572524,-2.817572527,-6.611183902,S,2.25,0.104392235,0.098233998,0.098233998,0.084595811,0.191805277,0.009649918,0.191803575,0,TRUE,1.384615941,4.842792335,4.421649787,3.716520248,1.969295109,0.953350024,0.007156451,0.94180151,0.8966249,0.18519045,877.89,77.48424286,1694
132,,12,Boulder,Control,2,13,FALSE,2008,Boulder South Campus,North America,US,1633,39.972022,-105.233544,-726,9.904166626,487,0.3701,1151,1.9379,0,0,0,0,2009,2009,0,12.5,29.5,2,44,4,3,1,8,40,7,15,5,272.5,194,466.5,NA,0.905128205,1950,1765,1.108,0.081,16,104,1586,322,32,67,1.4,31,298,3.6,0.6,7,72,19.1,8.8,Sandy Loam,1.605108228,4.004136505,0.771893893,-14.30319147,-9.303191474,-11.50393438,S,0,NA,0.057218892,0.057218892,0.056269663,0.187222339,0.003274002,0.187222348,0,TRUE,1.078370476,5.230015927,5.08054281,3.723029415,1.647173221,0.648944706,0.003166275,0.741402373,1.11399994,0.230548101,1203.51,55.79695714,1765
133,,13,Boulder,K,2,13,FALSE,2008,Boulder South Campus,North America,US,1633,39.972022,-105.233544,-726,9.904166626,487,0.3701,1151,1.9379,0,0,1,0,2009,2009,0,15,26.5,0.5,42,5,3,1,9,40,7,15,4.4444,197,99.5,296.5,NA,0.802921579,1951,1566.5,1.201,0.088,16,100,1436,277,31,39,1.4,32,262,3.1,0.5,6.6,NA,NA,NA,NA,1.484712418,3.067826087,0.675721742,-6.425080729,-1.48267236,-3.495548315,S,0,NA,0.110320896,0.109792701,0.109674957,0.151363435,0.0121707,0.199465917,0.166615867,FALSE,0.904789882,6.950466727,7.292107882,4.635426029,1.753834918,0.577895411,0.012028596,0.659103572,2.33171484,0.482560554,970.06,56.17117143,1566.5
134,,14,Boulder,P,2,13,FALSE,2008,Boulder South Campus,North America,US,1633,39.972022,-105.233544,-726,9.904166626,487,0.3701,1151,1.9379,0,1,0,0,2009,2009,0,16,26,0.5,42.5,5,3,1,9,40,7,15,4.4444,199,110,309,NA,0.760802469,1944,1479,1.296,0.103,16,113,1466,277,25,38,1,22,318,3.4,0.5,6.4,NA,NA,NA,NA,1.774093664,4.70071568,0.807424822,-2.793863035,1.461906603,-0.450742803,S,0,NA,0.149305542,0.14032703,0.141352228,0.099439607,0.022292145,0.49160414,0.596624944,FALSE,0.57671255,18.94239963,30.07047002,10.03302151,2.183776262,0.382641087,0.019980452,0.422878093,2.27404245,0.469684643,1256.14,61.09714286,1479
136,,16,Boulder,PK,2,13,FALSE,2008,Boulder South Campus,North America,US,1633,39.972022,-105.233544,-726,9.904166626,487,0.3701,1151,1.9379,0,1,1,0,2009,2009,0,8.5,27.5,18,54,6,4,1,11,40,7,15,3.6364,211,316,527,NA,0.742051282,1950,1447,1.233,0.096,17,90,1775,373,32,89,1.2,35,259,3.4,0.9,7.7,NA,NA,NA,NA,1.743459256,4.424886191,0.727078983,-15.89503593,-12.17347471,-13.70498089,S,0,NA,0.050110493,0.045046435,0.046839881,0.199679051,0.002511061,0.287114404,0.187762123,FALSE,0.879148212,5.198231847,5.542036262,3.426101593,1.260050903,0.40196321,0.002193974,0.646634304,1.76321775,0.364542208,1152.95,115.0120571,1447
137,,17,Boulder,NPK,2,13,FALSE,2008,Boulder South Campus,North America,US,1633,39.972022,-105.233544,-726,9.904166626,487,0.3701,1151,1.9379,1,1,1,0,2009,2009,0,17.5,23.5,14,55,5,3,1,9,40,7,15,4.4444,228.5,205,433.5,NA,0.778860954,1949,1518,1.221,0.097,17,94,1524,333,28,68,1,25,298,3.3,0.7,7.2,NA,NA,NA,NA,1.828780182,5.396966994,0.832313729,-7.155103573,-2.15510357,-4.2836958,S,0,NA,0.103809565,0.103809565,0.102703079,0.128543803,0.010776426,0.128544352,0,TRUE,1.152335405,7.198135309,6.846439962,5.237063991,2.441535068,1.021167649,0.010547922,0.757473379,1.39343853,0.288090996,792.45,104.1079143,1518
138,,18,Boulder,NK,2,13,FALSE,2008,Boulder South Campus,North America,US,1633,39.972022,-105.233544,-726,9.904166626,487,0.3701,1151,1.9379,1,0,1,0,2009,2009,0,19.5,21.5,15,56,4,3,1,8,40,7,15,5,167.5,155.5,323,NA,0.929085303,1946,1808,1.041,0.079,15,77,1472,312,31,82,1,24,303,3.2,0.6,7.1,NA,NA,NA,NA,1.718514368,5.095044679,0.826430719,-17.096666,-12.09666602,-15.54282851,S,0,NA,0.04533569,0.04533569,0.040188506,0.145550711,0.002055325,0.145549984,0,TRUE,1.186753255,6.356502191,5.996693204,4.667583978,2.22473921,0.95431608,0.001615116,0.762344452,1.58345304,0.327049117,973.11,109.9376857,1808
140,,20,Boulder,NP,2,13,FALSE,2008,Boulder South Campus,North America,US,1633,39.972022,-105.233544,-726,9.904166626,487,0.3701,1151,1.9379,1,1,0,0,2009,2009,0,30,32,2,64,4,2,1,7,40,7,15,5.7143,197,153,350,NA,0.752959341,1943,1463,1.288,0.101,15,75,1494,290,28,88,1,21,260,3.4,0.5,6.8,NA,NA,NA,NA,1.652141506,4.511013216,0.849032781,-12.37465839,-6.48023889,-9.99590586,S,7,0.15625734,0.050300629,0.046562377,0.048873052,0.11919467,0.002530153,0.246482754,0.398450844,FALSE,0.885552529,9.350252034,9.927308969,6.181264126,2.289848889,0.736535309,0.002388575,0.983525644,2.996614455,0.618925908,645.03,135.0832857,1463
142,,2,Duke,Control,1,14,FALSE,2007,Duke Forest,North America,US,141,36.00828,-79.020423,-112,14.86250004,1157,0.9121,1275,13.1229,0,0,0,0,2008,2008,0,24.2,46.1,0.1,70.4,6,6,1,13,67,35,17,5.1538,110,146.75,256.75,NA,0.466846205,660.95375,308.56375,1.616,0.128,42,144,544,127,30,37,4.1,135,93,1.9,0.3,5.6,61.2,21.5,17.2,Sandy Loam,1.641848456,4.009708424,0.640109502,3.331928152,NA,0.73546585,W,NA,NA,0.155110552,0.155110552,0.100624361,0.473965717,0.024059283,0.473965713,0,TRUE,2.039382446,2.111181777,1.870408785,1.763905304,1.146057708,0.700327354,0.010125262,1.166950886,0.11161535,0.023064747,,,308.56375
143,,3,Duke,NK,1,14,FALSE,2007,Duke Forest,North America,US,141,36.00828,-79.020423,-112,14.86250004,1157,0.9121,1275,13.1229,1,0,1,0,2008,2008,0,30.1,14,5,49.1,5,6,1,12,67,35,17,5.5833,72.5,330.245,402.745,NA,0.382982452,656.234375,251.32625,1.566,0.125,32,95,445,109,28,19,2.4,132,103,1.5,0.5,5.4,NA,NA,NA,NA,1.808544665,4.282002096,0.727811914,1.295868779,NA,-7.749924894,W,NA,NA,0.110475621,0.110475621,0.02446302,0.513004405,0.012204863,0.513004406,0,TRUE,1.861109204,1.948934579,1.730665325,1.600554827,0.997846048,0.581658962,0.000598439,1.320461704,0.37828308,0.078217192,,,251.32625
144,,4,Duke,K,1,14,FALSE,2007,Duke Forest,North America,US,141,36.00828,-79.020423,-112,14.86250004,1157,0.9121,1275,13.1229,0,0,1,0,2008,2008,0,20,59,3.1,82.1,4,5,2,11,67,35,17,6.0909,50.3,112.555,162.855,NA,0.275402731,654.709375,180.30875,2.615,0.2,30,168,494,142,27,19,2.4,97,82,1.5,0.3,5.7,NA,NA,NA,NA,1.64170271,3.778235548,0.684643207,-1.042598632,NA,-4.336943306,W,NA,NA,0.074817387,0.074817387,0.043206583,0.420616502,0.005597641,0.42061754,0,TRUE,1.465915582,2.252703956,2.039554349,1.754366884,0.962923989,0.485296007,0.001866809,1.181450873,1.2444086,0.257125042,,,180.30875
145,,5,Duke,N,1,14,FALSE,2007,Duke Forest,North America,US,141,36.00828,-79.020423,-112,14.86250004,1157,0.9121,1275,13.1229,1,0,0,0,2008,2008,0,8,35,3.1,46.1,3,4,2,9,67,35,17,7.4444,102.5,137.5,240,NA,0.360162015,655.33875,236.028125,1.797,0.137,28,117,457,109,27,20,2.5,95,92,1.6,0.5,5.2,NA,NA,NA,NA,1.51924408,3.010169828,0.691437778,-4.602006022,NA,-12.31987037,W,NA,NA,0.041339388,0.041339388,0.011421585,0.54233295,0.001708945,0.542332984,0,TRUE,1.285930735,1.84698921,1.709648229,1.388937736,0.700954123,0.320961458,0.000130453,1.215788207,0.80241894,0.165799243,,,236.028125
146,,6,Duke,NP,1,14,FALSE,2007,Duke Forest,North America,US,141,36.00828,-79.020423,-112,14.86250004,1157,0.9121,1275,13.1229,1,1,0,0,2008,2008,0,11.1,40.2,7,58.3,4,7,1,12,67,35,17,5.5833,127.5,282.68,410.18,NA,0.558954712,671.633125,375.4125,2.442,0.191,59,106,434,98,29,18,2.6,144,96,1.5,0.5,5.4,NA,NA,NA,NA,1.769696854,4.437019438,0.712178405,0.880813111,NA,-10.63637279,W,NA,NA,0.103091705,0.103091705,0.015121052,0.530185525,0.0106279,0.530185577,0,TRUE,1.802525278,1.896170117,1.686124965,1.547287035,0.94993619,0.544103141,0.000228646,1.194345359,0.400531275,0.082858861,,,375.4125
147,,7,Duke,PK,1,14,FALSE,2007,Duke Forest,North America,US,141,36.00828,-79.020423,-112,14.86250004,1157,0.9121,1275,13.1229,0,1,1,0,2008,2008,0,47,20.1,0,67.1,5,4,0,9,67,35,17,7.4444,117.5,305.1,422.6,NA,0.595035773,672.914375,400.408125,2.174,0.164,40,119,455,117,26,17,2.8,129,87,1.4,0.5,5.3,NA,NA,NA,NA,1.369952392,2.568388087,0.623492203,-1.234864106,NA,-3.280887133,W,NA,NA,0.072457926,0.072457926,0.051521656,0.2766684,0.005250151,0.276669503,0,TRUE,1.520036331,3.085959494,2.78147677,2.424781628,1.359628651,0.702150994,0.002654481,1.10671341,1.6686246,0.344847299,,,400.408125
149,,9,Duke,P,1,14,FALSE,2007,Duke Forest,North America,US,141,36.00828,-79.020423,-112,14.86250004,1157,0.9121,1275,13.1229,0,1,0,0,2008,2008,0,14.1,78.1,2.1,94.3,6,5,2,13,67,35,17,5.1538,142.5,283.7,426.2,NA,0.539416985,671.2525,362.085,2.911,0.219,15,138,574,165,29,19,2.3,53,85,1.3,0.3,5.2,NA,NA,NA,NA,0.893899042,1.557891251,0.348505533,2.870805624,NA,-0.113565666,W,NA,NA,0.143636291,0.143636291,0.087347039,0.567587735,0.020631384,0.567587823,0,TRUE,2.122286803,1.705511549,1.510473041,1.435004416,0.948199818,0.590677469,0.007629505,1.201670301,0.80054118,0.165394722,,,362.085
150,,10,Duke,NPK,1,14,FALSE,2007,Duke Forest,North America,US,141,36.00828,-79.020423,-112,14.86250004,1157,0.9121,1275,13.1229,1,1,1,0,2008,2008,0,18.1,64.1,6.1,88.3,5,5,2,12,67,35,17,5.5833,142.5,417.115,559.615,NA,0.344696667,673.62125,232.195,2.27,0.17,21,130,538,144,32,17,2.7,64,76,1.5,0.5,5.2,NA,NA,NA,NA,1.386777724,2.412900664,0.558080411,-2.836661328,NA,-8.930441254,W,NA,NA,0.055480958,0.055480958,0.020093771,0.649988388,0.003078137,0.649988367,0,TRUE,1.39149289,1.581430182,1.442747416,1.215230959,0.645946118,0.313830345,0.00040376,1.206425589,0.53760509,0.111115584,,,232.195
151,,11,Duke,PK,2,15,FALSE,2007,Duke Forest,North America,US,141,36.00828,-79.020423,-112,14.86250004,1157,0.9121,1275,13.1229,0,1,1,0,2008,2008,0,34,24.1,7,65.1,4,5,1,10,67,35,17,6.7,125,118.6,243.6,NA,0.418794509,687.7075,288.008125,2.165,0.215,28,113,454,108,22,18,1.7,93,75,1.2,0.5,5.7,NA,NA,NA,NA,1.819467933,5.015337097,0.790184883,3.478066486,NA,-2.067789277,W,NA,NA,0.15893487,0.15893487,0.063066215,0.467627364,0.025260293,0.467627329,0,TRUE,2.360589052,2.111474666,1.871251655,1.807822831,1.245572036,0.813897423,0.003977347,1.425219683,0.1631378,0.033721712,,,288.008125
152,,12,Duke,P,2,15,FALSE,2007,Duke Forest,North America,US,141,36.00828,-79.020423,-112,14.86250004,1157,0.9121,1275,13.1229,0,1,0,0,2008,2008,0,7,33,21,61,3,5,2,10,67,35,17,6.7,182.5,325.185,507.685,NA,0.625393569,687.22125,429.78375,2.822,0.197,22,146,532,137,29,125,3.7,80,74,1.6,0.3,5.3,NA,NA,NA,NA,1.738817095,4.223609535,0.755158669,0.738340818,NA,-1.754780381,W,NA,NA,0.100672588,0.100672588,0.066443592,0.437066117,0.01013497,0.437066113,0,TRUE,1.615440544,2.208470968,1.978346541,1.760185693,1.021279343,0.548407915,0.004414751,1.201408966,0.63436065,0.131113629,,,429.78375
